permutation_index,top1,mrr
617,0.2666666666666666,0.4078141439170851
618,0.3333333333333333,0.4635066785066785
619,0.1666666666666666,0.3010285050919726
620,0.3666666666666666,0.5055460742960742
621,0.3333333333333333,0.4704202279202279
622,0.2333333333333333,0.3990786337845161
623,0.3333333333333333,0.4374190589825265
624,0.2333333333333333,0.3790275737334561
625,0.3,0.4240795914325327
626,0.4,0.5349241961741961
627,0.1666666666666666,0.2906836817866229
628,0.2333333333333333,0.3618046441575853
629,0.2666666666666666,0.3750979405584668
630,0.3,0.4203282793917469
631,0.2,0.3450258965893641
632,0.3333333333333333,0.4620555662660926
633,0.1333333333333333,0.2859016718575542
634,0.2666666666666666,0.4004158940188352
635,0.2666666666666666,0.4033652404240639
636,0.2666666666666666,0.3912358610888022
637,0.2666666666666666,0.3739594956700219
638,0.3666666666666666,0.4928817478817479
639,0.2666666666666666,0.3750552497611321
640,0.3,0.4128908999497235
641,0.2333333333333333,0.3815345765345765
642,0.3,0.4200087086116498
643,0.2333333333333333,0.3929144276203099
644,0.2,0.3447747588382263
645,0.3,0.4240035237094061
646,0.3666666666666666,0.4779470168634255
647,0.2666666666666666,0.3802951161039397
648,0.1666666666666666,0.3189982512041335
649,0.3,0.4282646023280698
650,0.3333333333333333,0.4774515898045309
651,0.2666666666666666,0.4001150238650239
652,0.2333333333333333,0.3903221451750863
653,0.3,0.447795769045769
654,0.3666666666666666,0.4791271691271691
655,0.2666666666666666,0.4145559669089081
656,0.3,0.4116200758306022
657,0.2333333333333333,0.3857077780607192
658,0.2333333333333333,0.3859678883208294
659,0.1666666666666666,0.3134283907813319
660,0.3,0.4338605838605838
661,0.2333333333333333,0.3822298344357167
662,0.2666666666666666,0.3974749324749325
663,0.2333333333333333,0.3525421473950886
664,0.3,0.4315367965367966
665,0.3,0.4497091797091797
666,0.2333333333333333,0.3793347393347394
667,0.3,0.4192303801862626
668,0.2666666666666666,0.4261156109685521
669,0.3666666666666666,0.4682249197883872
670,0.2666666666666666,0.3942647766177178
671,0.4,0.5318675442204854
672,0.3,0.4264749275778687
673,0.4,0.5086355909885322
674,0.2333333333333333,0.3589940614940615
675,0.2333333333333333,0.3935902332961156
676,0.2,0.3342832113420348
677,0.2666666666666666,0.3670652134816222
678,0.4,0.5204803801862625
679,0.3,0.4085524163658839
680,0.3333333333333333,0.46291442762031
681,0.2666666666666666,0.3681444427032662
682,0.3,0.4294433480462892
683,0.2,0.3326442811001635
684,0.4,0.4998001018589253
685,0.3666666666666666,0.4856295692325104
686,0.3,0.4415600140600141
687,0.2,0.3336991657579893
688,0.3,0.4326353874883287
689,0.4,0.4959877295906708
690,0.3,0.4376025037054449
691,0.3333333333333333,0.4776091174620587
692,0.3,0.448442450795392
693,0.2666666666666666,0.3819707899313163
694,0.3,0.4082559842118666
695,0.3,0.4182065755595168
696,0.4,0.5208377080435904
697,0.3,0.4601589151589152
698,0.2333333333333333,0.3605667290226114
699,0.3666666666666666,0.4659798344357168
700,0.3,0.4373402523402523
