permutation_index,random_label_top1,random_label_mrr,matched_task_side_top1,matched_task_side_mrr
2937,0.0909090909090909,0.2454694295603386,0.0606060606060606,0.3234258166076347
2938,0.0,0.1508919531646804,0.0606060606060606,0.3317580567580567
2939,0.0,0.1566158588885861,0.0606060606060606,0.3387926887926888
2940,0.0909090909090909,0.2678115655388382,0.0909090909090909,0.3263347763347763
2941,0.0303030303030303,0.195785359421723,0.0303030303030303,0.3067941317941317
2942,0.0,0.1759200395564032,0.0606060606060606,0.3362674362674362
2943,0.0,0.1595058981422617,0.0606060606060606,0.332058682058682
2944,0.0303030303030303,0.178527280800008,0.0606060606060606,0.3140091390091389
2945,0.0,0.1736553009280282,0.0303030303030303,0.3058922558922559
2946,0.0,0.1678851451578724,0.0,0.2921006602824784
2947,0.0303030303030303,0.2111511384238657,0.0303030303030303,0.2849206349206349
2948,0.0,0.167209558118649,0.0,0.2887697319515501
2949,0.0,0.1599238303783758,0.0303030303030303,0.3131914381914382
2950,0.0303030303030303,0.2022056226601681,0.0606060606060606,0.3156445406445406
2951,0.0303030303030303,0.1793423747969202,0.0303030303030303,0.2904302767939131
2952,0.0303030303030303,0.1919821760730851,0.0606060606060606,0.3246993746993747
2953,0.0,0.1612586067131521,0.0606060606060606,0.3478475228475228
2954,0.0303030303030303,0.184885568976478,0.0,0.2726671476671476
2955,0.0,0.1614138386865659,0.0606060606060606,0.3316990248808431
2956,0.0,0.1636053340598795,0.0303030303030303,0.3266354016354016
2957,0.0303030303030303,0.1840467613194886,0.0,0.2761664261664261
2958,0.0303030303030303,0.1990882013609286,0.0909090909090909,0.301648519830338
2959,0.0,0.1844387935297026,0.0303030303030303,0.2650432900432901
2960,0.0,0.1537539060266333,0.0,0.3113035113035112
2961,0.0303030303030303,0.1864007204916295,0.0303030303030303,0.3416065416065416
2962,0.0606060606060606,0.2215859056768147,0.0606060606060606,0.3070718002536184
2963,0.0,0.173498975771703,0.0909090909090909,0.3532467532467532
2964,0.0606060606060606,0.2336360609087881,0.0303030303030303,0.3300996982815164
2965,0.0,0.151143721598267,0.0,0.2891654641654641
2966,0.0303030303030303,0.1700609155154609,0.0303030303030303,0.3003126503126503
2967,0.0909090909090909,0.2403828494737585,0.0606060606060606,0.333647076828895
2968,0.0,0.1680064884610339,0.0,0.2633368315186496
2969,0.0909090909090909,0.2557868898777989,0.0303030303030303,0.3028138528138528
2970,0.0909090909090909,0.2527055436146345,0.0303030303030303,0.2752765752765753
2971,0.0303030303030303,0.2209653982381255,0.0606060606060606,0.3244708994708995
2972,0.0,0.1626633467542558,0.0303030303030303,0.3398760330578512
2973,0.0,0.1673873264782355,0.0,0.3215848965848966
2974,0.0606060606060606,0.2069725728816638,0.0303030303030303,0.2908609908609909
2975,0.0,0.1676457381002835,0.0303030303030303,0.2997354497354497
2976,0.0303030303030303,0.2006445574627392,0.0303030303030303,0.3289442039442039
2977,0.0303030303030303,0.1760344033071305,0.0,0.2943121693121693
2978,0.0303030303030303,0.1954093045002136,0.0909090909090909,0.35499037999038
2979,0.0606060606060606,0.2521243907607544,0.0303030303030303,0.2834896584896584
2980,0.0303030303030303,0.2355524946434037,0.0303030303030303,0.3161495911495911
2981,0.0,0.165178760633306,0.0606060606060606,0.3165835847654029
2982,0.0303030303030303,0.2021414612323703,0.0606060606060606,0.3132876382876383
2983,0.0,0.1971729449002176,0.0303030303030303,0.2825517075517075
2984,0.0303030303030303,0.1711803348166984,0.0,0.271019721019721
2985,0.0,0.165512517785245,0.0303030303030303,0.2906926406926406
2986,0.0,0.1660383387656115,0.0606060606060606,0.3411747343565525
2987,0.0,0.1468996491723764,0.0,0.3059414491232672
2988,0.1212121212121212,0.2932680955408228,0.0,0.2856782106782106
2989,0.0,0.1610563678745497,0.0,0.271718264900083
2990,0.0303030303030303,0.19047644274917,0.0303030303030303,0.3038600288600288
2991,0.0606060606060606,0.2337209928119019,0.0909090909090909,0.362999037999038
2992,0.0303030303030303,0.2058940218031126,0.0303030303030303,0.3366522366522366
2993,0.0606060606060606,0.2199290608381517,0.0303030303030303,0.2716931216931217
